clinicid,hospitalname,IsHospital,City,Province,RegionName
8289889263DB4A40463E3F358BB7C7A1,Children's Medical Clinic,True,Calapan City,Oriental Mindoro,IV-B
1D3B7F1F8A7625F8D5E700DCF0D9AE68,ManilaMed - Medical Center Manila,True,Manila,Manila,NCR
C5C1BDA1194F9423D744E0EF67DF94EE,ManilaMed - Medical Center Manila,True,Manila,Manila,NCR
6ADBE8B2AB3A52E619C526EFF905468A,Saint Vincent General Hospital,True,Cebu City,Cebu,VII
CEDE2D63A7C04EBD4CB55A2228C7141A,Amio Community Primary Hospital,True,Santa Catalina,Negros Oriental,VII
D6317F80523FDF2A7375DA19C9A006B8,"Sacred Heart Hospital of Malolos, Inc.",True,Malolos City,Bulacan,III
0C7119E3A6A2209DA6A5B90E5B5B75BD,James L. Gordon Memorial Hospital,True,Olongapo City,Zambales,III
45C68484C6FC509CB25BDFCA881E5CD8,Aacuacor Health Care and Hospital,True,Compostela,Compostela Valley,XI
A821A161AA4214F5FF5B8CA372960EBB,De Los Santos Medical Center,True,Quezon City,Manila,NCR
F7DAFC45DA369F8581FDF3BD599075AA,New Era General Hospital,True,Quezon City,Manila,NCR
810BF83C7ADFD8A04AC1F11508BAB9E0,"Perpetual Succour Hospital of Cebu, Inc.",True,Cebu City,Cebu,VII
7C022D9C6DD601E087E186EE6DFE1FC7,The Medical City Clark-Ambulatory Center,True,Mabalacat City,Pampanga,III
6AA899171430D12D1ED53CC8C02DC3D6,University of Perpetual Help Dalta Medical Center,True,Las Piñas,Manila,NCR
27810D8AED732A494B7C10F1AAABCC8E,St. Catherine of Alexandria Foundation and Medical Center,True,Angeles City,Pampanga,III
BB5E4F2974573E970A73419F0A5F7F41,PRI Medical Center,True,Angeles City,Pampanga,III
2596A5E119B63CCC73B675925F6AA228,Our Lady of Lourdes Hospital,True,Manila,Manila,NCR
187ACF7982F3C169B3075132380986E4,Silliman University Medical Center,True,Dumaguete City,Negros Oriental,VII
CEFB500A9F3D05511296A719CFFB21CF,Albor District Hospital,True,Libjo (Albor),Dinagat Islands,XIII
7E6FF0205749BC6025B51155E26F6CED,Clinica Gatchalian and Hospital,True,Ormoc City,Leyte,VIII
34186E9EB70E30487210B962E867B742,OSPA Farmers Medical Center,True,Ormoc City,Leyte,VIII
70803C1ACB1EE113C07EC6BDDC4929BD,Cebu Provincial Hospital (Balamban),True,Balamban,Cebu,VII
8553ADF92DEAF5279BCC6F9813C8FDCC,Vicente Sotto Memorial Medical Center,True,Cebu City,Cebu,VII
AF6ED7985AF478ED7C4AB93CEE8772DE,Vicente Sotto Memorial Medical Center,True,Cebu City,Cebu,VII
F7C6ACF162BE013E0555167876A20C73,Cebu Provincial Hospital (Balamban),True,Balamban,Cebu,VII
CAF086CB95D6A70F6A0FDA05F4E9CC97,Vicente Sotto Memorial Medical Center,True,Cebu City,Cebu,VII
9146233D91B3462E4AD1919E70BA11F9,Vicente Sotto Memorial Medical Center,True,Cebu City,Cebu,VII
7E25EAB261CAE11877BC9A0F8E02BE50,Vicente Sotto Memorial Medical Center,True,Cebu City,Cebu,VII
79CC30C73507CFC25D20FE7F7BCFD91B,Bohol St. Jude General Hospital,True,Tagbilaran City,Bohol,VII
0F089A3BCF38D052F7882D12B3923A82,Providence Hospital,True,Quezon City,Manila,NCR
9238B8C482371600B4448DA21405865A,Bernardino General Hospital I,True,Quezon City,Manila,NCR
A34E1DDBB4D329167F50992BA59FE45A,Bernardino General Hospital II,True,Quezon City,Manila,NCR
5857D68CD9280BC98D079FA912FD6740,Chinese General Hospital & Medical Center,True,Manila,Manila,NCR
0361F1BAAA8ED070DFE62AE2245BCBED,Chinese General Hospital & Medical Center,True,Manila,Manila,NCR
A1F3A4E959C66A4DD4F330F13FF4D808,Chinese General Hospital & Medical Center,True,Manila,Manila,NCR
BF4776290AAFC806F1C892156A3A9D52,St. Luke's Medical Center-Quezon City,True,Quezon City,Manila,NCR
41071A1452B40720449779A233716395,Metro Davao Medical and Research Center,True,Davao City,Davao del Sur,XI
768E78024AA8FDB9B8FE87BE86F64745,Providence Hospital,True,Quezon City,Manila,NCR
EFDDE87C66FE4E6DC73A2AB6111CA58A,Diliman Doctors Hospital,True,Quezon City,Manila,NCR
806A19775027CF2F84C129D410CE1C8A,Allied Care Experts (ACE) Medical Center - Quezon City,True,Quezon City,Manila,NCR
EAB4F7BA2D678729FC5D205B33BCEEDD,San Mateo Medical Center,True,San Mateo,Rizal,IV-A
0D5BFBA0961E9C0427E3850C85B591A2,San Mateo Medical Center,True,San Mateo,Rizal,IV-A
4B0A0290AD7DF100B77E86839989A75E,"Manila Adventist Medical Center & School of Medical Arts, Inc.",True,Pasay,Manila,NCR
05EE45DE8D877C3949760A94FA691533,Premiere Medical Center,True,Cabanatuan City,Nueva Ecija,III
022400DFFEC5B4477F760CA0E7449D73,Lemery Doctor's Medical Center,True,Lemery,Batangas,IV-A
CE6BABD060AA46C61A5777902CCA78AF,Makati Medical Center,True,Makati,Manila,NCR
038D5463327ADDF90D282C35BE4C5EB1,Marikina Valley Medical Center,True,Marikina,Manila,NCR
7DD2AE7DB7D18EE7C9425E38DF1AF5E2,Makati Medical Center,True,Makati,Manila,NCR
5D40954183D62A82257835477CCAD3D2,East Ave. Medical Center,True,Quezon City,Manila,NCR
2D36B5821F8AFFC6868B59DFC9AF6C9F,Ramiro Community Hospital,True,Tagbilaran City,Bohol,VII
5CF68969FB67AA6082363A6D4E6468E2,Makati Medical Center,True,Makati,Manila,NCR
B8A03C5C15FCFA8DAE0B03351EB1742F,"Queen Mary Help of Christians Hospital, Inc.",True,Cardona,Rizal,IV-A
0C6B6F19684ED9B6FF07575FCF81C98D,"Metro Antipolo Hospital and Medical Center, Inc.",True,Antipolo City,Rizal,IV-A
4DC3ED26A29C9C3DF3EC373524377A5B,Unihealth-Parañaque Hospital and Medical Center,True,Parañaque,Manila,NCR
57CD30D9088B0185CF0EBCA1A472FF1D,Parañaque Doctor's Hospital,True,Parañaque,Manila,NCR
094366EAA7A4B5D7F9ED227F212B3649,Unihealth-Parañaque Hospital and Medical Center,True,Parañaque,Manila,NCR
9B54F9EA8A55918AA6204AE8F3234329,Pope John Paul II Hospital and Medical Center,True,Las Piñas,Manila,NCR
62459F4E225E2F4F196C9D42F4AD7111,Children's Medical Clinic,True,Calapan City,Oriental Mindoro,IV-B
AEA94DC1E6D1DD330CBC2C4A480934D6,Manila Doctors Hospital,True,Manila,Manila,NCR
7AA685B3B1DC1D6780BF36F7340078C9,Our Lady of Lourdes Hospital (Daet),True,Daet,Camarines Norte,V
48E081D443097598B231FE0F53E95FDD,Our Lady of Lourdes Hospital (Daet),True,Daet,Camarines Norte,V
AB6C2776051FE76199341DC483BC5FCC,Our Lady of Lourdes Hospital,True,Manila,Manila,NCR
F86125099FDC7BA724A4F1B94D31CE81,ManilaMed - Medical Center Manila,True,Manila,Manila,NCR
F0BF4A2DA952528910047C31B6C2E951,"Tagum Doctor's Hospital, Inc.",True,Tagum City,Davao del Norte,XI
3713BDDA7149579475F3734E8BD0E14A,Quirino Memorial Medical Center,True,Quezon City,Manila,NCR
F5E647292CC4E1064968CA62BEBE7E47,St. Luke's Medical Center-Quezon City,True,Quezon City,Manila,NCR
DCE30DEE7D6980C287D5C2992DE9B752,Emilio Aguinaldo College Medical Center of Cavite,True,Dasmariñas City,Cavite,IV-A
7FA2C598BE3498BAEAD8D1D2C4485AB9,City of Imus Doctors Hospital,True,Imus City,Cavite,IV-A
3F1176741B1B079BDC7A2E7F208C902F,South Imus Specialist Hospital,True,Imus City,Cavite,IV-A
3C565485BBD2C54BB0EBE05C7EC741FC,Asian Hospital and Medical Center,True,Muntinlupa,Manila,NCR
02B5B45CE743BC3F285EC4D39B5968C3,Fatima University Medical Center,True,Valenzuela,Manila,NCR
945E01E4DFC83449D9EDC77E001E2C0C,Tricity Medical Center,True,Pasig,Manila,NCR
FB09F481D40C4D3C0861A46BD2DC52C0,University of the East Ramon Magsaysay Memorial Medical Center,True,Quezon City,Manila,NCR
CF040FC71060367913E81AC1EB050AEA,East Ave. Medical Center,True,Quezon City,Manila,NCR
B71155D90AEF3BC38CB92DB5A9AFE4CE,AGO General Hospital,True,Legazpi City,Albay,V
2E9777B99786A3EF6E5D786E2BC2E16F,Dagupan Doctors Villaflor Memorial Hospital,True,Dagupan City,Pangasinan,I
77BDFCFF53815626ECAB7F6A1454F007,Unihealth Southwoods Hospital,True,Biñan City,Laguna,IV-A
013CEA97990E3C1FD64DACF0D32F7582,Asian Hospital and Medical Center,True,Muntinlupa,Manila,NCR
AA108F56A10E75C1F20F27723ECAC85F,Makati Medical Center,True,Makati,Manila,NCR
2FE5A27CDE066C0B65ACB8F2C1717464,De La Salle University Medical Center,True,Dasmariñas City,Cavite,IV-A
0BDC3EDD84A5AD81660345686552F38B,De La Salle University Medical Center,True,Dasmariñas City,Cavite,IV-A
9B3A9FB4DB30FC6594EC3990CBC09932,"Bataan St. Joseph Hospital, Inc.",True,Balanga City,Bataan,III
2711AB32F69D23C546D5411382C724A6,Isaac and Catalina Medical Center,True,Balanga City,Bataan,III
C348616CD8A86EE661C7C98800678FAD,Hospital de San Juan Bautista,True,Lian,Batangas,IV-A
1F2B325DCDAF12A68ED498273206D263,Labason District Hospital,True,Labason,Zamboanga del Norte,IX
E9257036DAF20F062A498AAB563D7712,"Metro Antipolo Hospital and Medical Center, Inc.",True,Antipolo City,Rizal,IV-A
B607AA5B2FD58DD860BFB55619389982,Clinica Antipolo Hospital & Wellness Center,True,Antipolo City,Rizal,IV-A
68D3743587F71FBAA5062152985AFF40,"Metro Antipolo Hospital and Medical Center, Inc.",True,Antipolo City,Rizal,IV-A
C4F8A2DB7F8704B0BDAA266D61EF48C3,Fatima University Medical Center - Antipolo City,True,Antipolo City,Rizal,IV-A
291DBC18539BA7E19B8ABB7D85AA204E,Antipolo Doctors Hospital,True,Antipolo City,Rizal,IV-A
060AFC8A563AACCD288F98B7C8723B61,Philippine Heart Center,True,Quezon City,Manila,NCR
723DADB8C699BF14F74503DBCB6E09C1,"Evangelista Medical Specialty Hospital, Inc.",True,San Pedro City,Laguna,IV-A
F0837F171AAE7CCF1A8909B6A0CC3559,Marian Hospital Of Santa Rosa Inc.,True,Santa Rosa City,Laguna,IV-A
7A9A322CBE0D06A98667FDC5160DC6F8,Molino Doctors Hospital,True,Bacoor City,Cavite,IV-A
2B7768FBCDB86BDB2C9288A0E5982D2B,South Imus Specialist Hospital,True,Imus City,Cavite,IV-A
AF698F2B39B1F19D13E7259E6B560A85,West Lake Medical Hospital,True,San Pedro City,Laguna,IV-A
E7A425C6ECE20CBC9056F98699B53C6F,Butuan Doctor's Hospital,True,Butuan City,Agusan del Norte,XIII
522E1EA43810E90242942CCC0995DAE1,Global Care Medical Center of Canlubang,True,Calamba City,Angeles,IV-A
E36C72761B575374E7D7E63A0333D93F,Global Medical Center of Laguna,True,Cabuyao City,Laguna,IV-A
260E47EF04CDD6F9D4989F12FACD3A91,Calamba Medical Center,True,Calamba City,Laguna,IV-A
769C3BCE651CE5FEAA01CE3B75986420,East Ave. Medical Center,True,Quezon City,Manila,NCR
D5036C64412973D610202BE8DCE2B82A,East Ave. Medical Center,True,Quezon City,Manila,NCR
457DED6F20B28FEB21B9BCA73C498671,St. Michael Medical Hospital,True,Bacoor City,Cavite,IV-A
43975BC2DFC84641A2A8C4D3FE653176,Asia Medic Family Hospital and Medical Clinic,True,Dasmariñas City,Cavite,NCR
68ABEF8EE1AC9B664A90B0BBAFF4F770,St. Mattheus Medical Hospital Inc.,True,San Mateo,Rizal,IV-A
956685427C5CD9DCB04F784272727336,Jesus of Nazareth Hospital,True,Batangas City,Batangas,IV-A
E4A86B0D7BF4C46D7D550A92B0B2FCAE,Maraat Medical Hospital,True,Quezon,Bukidnon,X
F5E62AF885293CF4D511CEEF31E61C80,"Metro Antipolo Hospital and Medical Center, Inc.",True,Antipolo City,Rizal,IV-A
CF8D8C66B1212720E569B0BD67695451,St. Vincent Hospital,True,Marikina,Manila,NCR
73A427BADEBE0E32CAA2E1FC7530B7F3,Clinica Antipolo Hospital & Wellness Center,True,Antipolo City,Rizal,IV-A
E7E8F8E5982B3298C8ADDEDF6811D500,Chong Hua Hospital Mandaue and Cancer Centre,True,Mandaue City,Cebu,VII
B64A70760BB75E3ECFD1AD86D8F10C88,Chong Hua Hospital,True,Cebu City,Cebu,VII
54FE976BA170C19EBAE453679B362263,Chong Hua Hospital,True,Cebu City,Cebu,VII
79E785D63F00348FF360D5A86528580B,Specialist Group Hospital and Trauma Center,True,Dagupan City,Pangasinan,I
427E3427C5F38A41BB9CB26525B22FBA,Buluan District Hospital,True,Buluan,Maguindanao,BARMM
EAAE5E04A259D09AF85C108FE4D7DD0C,NICC Doctors Hospital,True,Naga City,Camarines Sur,V
EC16C57ED363C5CA91A3E5E5B88FE502,Ago Foundation Hospital,True,Naga City,Camarines Sur,NCR
50D2D2262762648589B1943078712AA6,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
EE39E503B6BEDF0C98C388B7E8589ACA,West Visayas State University Medical Center,True,Iloilo City,Iloilo,VI
991327D63593B0BA2C45618BF81F6A64,Panabo Polymedic Hospital,True,Panabo City,Davao del Norte,XI
64A7157CF3932BF74755AA3CF586F2EC,Dr. Pablo O. Torre Sr. Memorial Hospital (Riverside Medical Center),True,Bacolod City,Negros Occidental,VI
9A3F263A5E5F63006098A05CD7491997,San Pedro Hospital of Davao City,True,Davao City,Davao del Sur,XI
A364E18AE6F4ED11C6474EA350D42183,San Pedro Hospital of Davao City,True,Davao City,Davao del Sur,XI
2458AB18BE2A140A1CFB932DD96F25D6,Bicol Regional Training And Teaching Hospital,True,Legazpi City,Albay,V
69F8EA31DE0C00502B2AE571FBAB1F95,Batangas Medical Center,True,Batangas City,Batangas,IV-A
B43A6403C17870707CA3C44984A2DA22,Mindanao Sanitarium and Hospital,True,Iligan City,Lanao del Norte,X
31BD51A7403B980BF1039518120712E0,Fatima University Medical Center,True,Valenzuela,Manila,NCR
3FC0A5DC1F5757C71B88BE8ADBFD10E9,The Medical City,True,Pasig,Manila,NCR
DB095BD14B838CBF3ABF886F492C721B,UP-Philippine General Hospital,True,Manila,Manila,NCR
280CF18BAF4311C92AA5A042336587D3,ManilaMed - Medical Center Manila,True,Manila,Manila,NCR
429E4A44BEC547A527DF987730B19AAB,UP-Philippine General Hospital,True,Manila,Manila,NCR
5CBBA2D075F0D1648E0851E1467BA79F,"Sabal Hospital, Inc.",True,Cagayan de Oro,Misamis Oriental,X
F6A4F71E72DFE084F2D4B5BF96963E02,Anecito T. Pesante Sr. Memorial Hospital,True,Midsayap,Cotabato,XII
60CE36723C17BBAC504F2EF4C8A46995,Parañaque Doctor's Hospital,True,Parañaque,Manila,NCR
78E8DFFE65A2898EEF68A33B8DB35B78,Makati Medical Center,True,Makati,Manila,NCR
1216A1BCA4361C39D1D77965C5D95EE3,Capitol Medical Center,True,Quezon City,Manila,NCR
02052C0F4599C2AA6BEAD905338F1214,Marikina Valley Medical Center,True,Marikina,Manila,NCR
30D4E6422CD65C7913BC9CE62E078B79,Lipa Medix Medical Center,True,Lipa City,Batangas,IV-A
12780EA688A71DABC284B064ADD459A4,Mary Mediatrix Medical Center,True,Lipa City,Batangas,IV-A
BBECA2458ADC54F3A17A309729C167FA,United Doctors of St. Camillus de Lellis Hospital,True,Batangas City,Batangas,IV-A
56CBEEDBCBF833A7B33AA0F07260B851,St. Luke's Medical Center-Global City,True,Taguig,Manila,NCR
6ACF660B6C4CCC543A3258A6A10677DA,St. Luke's Medical Center-Global City,True,Taguig,Manila,NCR
F0A444AF0C8029CA796C4F2115D66548,St. Luke's Medical Center-Global City,True,Taguig,Manila,NCR
A48251D4C143ADF4D4B657D5D82EE0EE,Madonna and Child Hospital,True,Cagayan de Oro,Misamis Oriental,X
2F3BBB9730639E9EA48F309D9A79FF01,San Pablo Colleges Medical Center,True,San Pablo City,Laguna,IV-A
DFB3863762A64EF643D5C9ED51E60D2C,"Community General Hospital of San Pablo City, Inc.",True,San Pablo City,Laguna,IV-A
F1EA154C843F7CF3677DB7CE922A2D17,Aborlan Medicare Hospital,True,Aborlan,Palawan,IV-B
A600BD172FCABD688500DAC58EBDA3A0,Aborlan Medicare Hospital,True,Aborlan,Palawan,IV-B
33B9C7C18EC3ACC3747C41E70E9BB3D6,Saint Vincent General Hospital,True,Cebu City,Cebu,VII
0F2818101A7AC4B96CEEBA38DE4B934C,Marikina Valley Medical Center,True,Marikina,Manila,NCR
4FE5149039B52765BDE64BEB9F674940,Capitol Medical Center,True,Quezon City,Manila,NCR
94BB077F18DAA6620EFA5CF6E6F178D2,Capitol Medical Center,True,Quezon City,Manila,NCR
8E0384779E58CE2AF40EB365B318CC32,"Nazareth General Hospital, Inc.",True,Dagupan City,Pangasinan,I
F2925F97BC13AD2852A7A551802FEEA0,"Tagum Doctor's Hospital, Inc.",True,Tagum City,Davao del Norte,XI
A20806B3C15EA015AFEFCF7E0800E978,Silliman University Medical Center,True,Dumaguete City,Negros Oriental,VII
2784C762DA784D9ADECE645FF9E61637,Chong Hua Hospital,True,Cebu City,Cebu,VII
9ED19FDE2D99CD17CEAFD0FE127F3176,Chong Hua Hospital Mandaue and Cancer Centre,True,Mandaue City,Cebu,VII
FC146BE0B230D7E0A92E66A6114B840D,Ospital Ng Maynila Medical Center,True,Manila,Manila,NCR
1F8FE28E9283D7B5300AF087A298F200,Southern Isabela General Hospital,True,Santiago City,Isabela,II
D4B5B5C16DF28E61124E13181DB7774C,De Vera's Medical Center,True,Santiago City,Isabela,II
F2A13EEAE490EF805070086405E26087,St. Patrick's Hospital Medical Center,True,Batangas City,Batangas,IV-A
918B69EC3F995B4A6F804B03839F704F,Lung Center of the Philippines,True,Quezon City,Manila,NCR
BF40F0AB4E5E63171DD16036913AE828,The Medical City Clark,True,Mabalacat City,Pampanga,III
1FD09C5F59A8FF35D499C0EE25A1D47E,Isabela Doctors' General Hospital,True,Ilagan City,Isabela,II
F15F2020C8DFBE665C036E75C9176F7C,Providence Hospital,True,Quezon City,Manila,NCR
42CBCF5F53034B67F926AAB284E155EC,Chinese General Hospital & Medical Center,True,Manila,Manila,NCR
F282615824815D9E7482A33DD5CEEBFC,"Bataan St. Joseph Hospital, Inc.",True,Balanga City,Bataan,III
CCF8111910291BA472B385E9C5F59099,Palawan Adventist Hospital,True,Puerto Princesa City,Palawan,IV-B
2CBD9C540641923027ADB8AB89DECC05,Vicente Sotto Memorial Medical Center,True,Cebu City,Cebu,VII
C6943E764B46C1C95FA6DD19904A055D,Toledo City General Hospital,True,Toledo City,Cebu,VII
549CE24FB62238D013A6E222CB4D41D8,"Perpetual Succour Hospital of Cebu, Inc.",True,Cebu City,Cebu,VII
BC6ED32AF5E74A9EAE9ACCAAB95902FD,University of the East Ramon Magsaysay Memorial Medical Center,True,Quezon City,Manila,NCR
30293457191C29E0D0D7A715D26041BD,Philippine Heart Center,True,Quezon City,Manila,NCR
D93026ECA43E6EA2B93BE877EA9A90F6,Asian Hospital and Medical Center,True,Muntinlupa,Manila,NCR
A35FE7F7FE8217B4369A0AF4244D1FCA,Bernardino General Hospital I,True,Quezon City,Manila,NCR
51E12869E03348D481CA682359282739,Bernardino General Hospital I,True,Quezon City,Manila,NCR
E4628797D1C5B2D9E119F892F43F3D6D,Bernardino General Hospital II,True,Quezon City,Manila,NCR
BA500F04049A8EECE1E23E36EA7BBAB0,St. Luke's Medical Center-Global City,True,Taguig,Manila,NCR
240AC9371EC2671AE99847C3AE2E6384,Asian Hospital and Medical Center,True,Muntinlupa,Manila,NCR
3202111CF90E7C816A472AACEB72B0DF,NICC Doctors Hospital,True,Naga City,Camarines Sur,V
BF440032BC90A1AF197DD21C81FD5B37,Bicol Access Health Centrum,True,Naga City,Camarines Sur,V
1D6408264D31D453D556C60FE7D0459E,"Perpetual Succour Hospital of Cebu, Inc.",True,Cebu City,Cebu,VII
0870EFC24A9C3073A12BA0E9B94624F8,"Perpetual Succour Hospital of Cebu, Inc.",True,Cebu City,Cebu,VII
2C27A260F16AD3098393CC529F391F4A,"Perpetual Succour Hospital of Cebu, Inc.",True,Cebu City,Cebu,VII
999028872CFFF7AE8EE330A33CBD3874,Makati Medical Center,True,Makati,Manila,NCR
7E3315FE390974FCF25E44A9445BD821,"Community General Hospital of San Pablo City, Inc.",True,San Pablo City,Laguna,IV-A
E36258B3C74F08054A974A5FE1703F9C,Angeles University Foundation Medical Center,True,Angeles City,Pampanga,III
2FD5D41EC6CFAB47E32164D5624269B1,Chong Hua Hospital,True,Cebu City,Cebu,VII
C34A21126C8D41640188993DD093D25E,Chong Hua Hospital Mandaue and Cancer Centre,True,Mandaue City,Cebu,VII
B17C0907E67D868B4E0FEB43DBBE6F11,Manango Hospital,True,Alicia,Isabela,II
B6E584419A62DA6229CF347E5CCFA166,UP-Philippine General Hospital,True,Manila,Manila,NCR
946925EF4C997F8BF8E08661F5161452,QualiMed Surgery Center (Manila),True,Manila,Manila,NCR
D33C10C1A53C1E860A631C00F02D748A,Manila Doctors Hospital,True,Manila,Manila,NCR
853C68DE7253CDD55DC37BE410A45C60,West Visayas State University Medical Center,True,Iloilo City,Iloilo,VI
BF8DD8C68D02E161C28DC9EA139D4784,Baguio General Hospital & Medical Center,True,Baguio City,Benguet,CAR
90D89ECCFE88456D58A2872A9350F6A9,St. Louis University Hospital of Sacred Heart,True,Baguio City,Benguet,CAR
B228FEF87B3D5A1F8F8F5D8AF8A1EA25,The Medical City,True,Pasig,Manila,NCR
A7971ABB4134FC0CFCEC7D589E1EBCF6,Meycauayan Doctors Hospital,True,Meycauayan City,Bulacan,III
AAC933717A429F57C6CA58F32975C597,Mary Mount Hospital,True,Meycauayan City,Bulacan,III
C731077C04035AC9E92A3706288DB18F,Quezon City General Hospital,True,Quezon City,Manila,NCR
2E2079D63348233D91CAD1FA9B1361E9,Makati Medical Center,True,Makati,Manila,NCR
97AF07A14CACBA681FEACF3012730892,University of Santo Tomas Hospital,True,Manila,Manila,NCR
335CD1B90BFA4EE70B39D08A4AE0CF2D,Asian Hospital and Medical Center,True,Muntinlupa,Manila,NCR
3D9728C728F49AF2642C560BE7CC3F79,De La Salle University Medical Center,True,Dasmariñas City,Cavite,IV-A
79C662560B0A5F1AE00B623AD8C775E3,Chong Hua Hospital Mandaue and Cancer Centre,True,Mandaue City,Cebu,VII
BA6D843EB4251A4526CE65D1807A9309,Maria Reyna Xavier University Hospital,True,Cagayan de Oro,Misamis Oriental,X
C7502C55F8DB540625B59D9A42638520,The Medical City,True,Pasig,Manila,NCR
996740DE914CED0902E686373E319391,World Citi Medical Center,True,Quezon City,Manila,NCR
8CEA559C47E4FBDB73B23E0223D04E79,MCUFilemon Dionisio Tanchoco Medical Foundation Hospital,True,Caloocan,Manila,NCR
C7B4BB942F0B5D4860D4319772182765,Iloilo Doctor's Hospital,True,Iloilo City,Iloilo,VI
67B4E63655366F054314061DADD539A0,QualiMed Hospital (Iloilo),True,Iloilo City,Iloilo,VI
5C5BC7DF3D37B2A7EA29E1B47B2BD4AB,Iloilo Doctor's Hospital,True,Iloilo City,Iloilo,VI
CB57CDB7CC459DC6FBBC33F91485B5E2,QualiMed Hospital (Iloilo),True,Iloilo City,Iloilo,VI
A4C22565DFAFB162A17A7C357CA9E0BE,Iloilo Mission Hospital,True,Iloilo City,Iloilo,VI
DB0CF003E7DB9592288D809665CFEB2A,Western Visayas Medical Center,True,Iloilo City,Iloilo,VI
C54C1353A13F0CAF7C9D6FBBF57999F7,QualiMed Hospital (Iloilo),True,Iloilo City,Iloilo,VI
0A94234E0F6CC54155BF0F806AA1AAC2,St. Paul Hospital - Iloilo,True,Iloilo City,Iloilo,VI
744878FBDD26871C594F57CA61733E09,Ramos General Hospital,True,Tarlac City,Tarlac,III
86B48B560A92D18429BCFCA2C70EE733,Philippine Heart Center,True,Quezon City,Manila,NCR
80177FE965B78111F4DFEE80CFDC3689,Chinese General Hospital & Medical Center,True,Manila,Manila,NCR
7FFB4E0ECE07869880D51662A2234143,National Kidney and Transplant Institute,True,Quezon City,Manila,NCR
70117EE3C0B15A2950F1E82A215E812B,Cardinal Santos Medical Center,True,San Juan,Manila,NCR
8D749EA54F6657B0396C204D3148DA60,Premiere Medical Center,True,Cabanatuan City,Nueva Ecija,III
32CFDCE9631D8C7906E8E9D6E68B514B,Victor R. Potenciano Medical Center,True,Mandaluyong,Manila,NCR
9F4768B4BD4A205E1D3A60398AB022A2,Capitol Medical Center,True,Quezon City,Manila,NCR
739CF54211AA6B75DD3001D54064E7A7,MCUFilemon Dionisio Tanchoco Medical Foundation Hospital,True,Caloocan,Manila,NCR
A70EF651F1086FF9A0A988E4ED93069A,MCUFilemon Dionisio Tanchoco Medical Foundation Hospital,True,Caloocan,Manila,NCR
3E43DF7F86A57ED8CE8CE3B26A8A08DE,Nodado General Hospital,True,Caloocan,Manila,NCR
52DCEC7FC4ECA2474BD590B3324F8B4E,Dr. Jesus C. Delgado Memorial Hospital,True,Quezon City,Manila,NCR
8074856808EBEC0C49403CE3589B28DE,Capiz Emmanuel Hospital,True,Roxas City,Capiz,VI
785736838D7B51F2CABB00E6B28A8969,Capiz Doctors Hospital,True,Roxas City,Capiz,VI
A6E8AD49045F0BEF72FB92D7C4A97FED,Tondo General Hospital and Medical Center,True,Manila,Manila,NCR
4AC778418206CC85AC960D5B9134BF74,Dizon Medical Clinic and Hospital,True,Kidapawan City,Cotabato,XII
75C6B2D6319E12F37FF421834AD22FA8,Medical Center for Digos Cooperative,True,Digos City,Davao del Sur,XI
9306B519CDFE94D2C8FC0E733B0B8842,CEM Medical Specialist Hospital,True,M'lang,Cotabato,XII
E1CD50F4A9880333CDAD4A24EE9D550C,Adela Serra Ty Memorial Medical Center,True,Tandag City,Surigao del Sur,XIII
23685A2431ACAD7789C1E3D43EA1522C,C.P. Reyes Hospital,True,Tanauan City,Batangas,IV-A
2E855F9489DF0712B4BD8EA9E2848C5A,Notre Dame de Chartres Hospital,True,Baguio City,Benguet,CAR
E1054BF2D703BCA1E8FE101D3AC5EFCD,Baguio General Hospital & Medical Center,True,Baguio City,Benguet,CAR
D3F06EEF2FFAC7FAADBE3055A70682AC,Phillips Memorial Hospital,True,Manolo Fortich,Bukidnon,X
FE663A72B27BDC613873FBBB512F6F67,Medical Center Taguig,True,Taguig,Manila,NCR
0EE8B1EAFADAC937E6E03D8866CEF9BF,Asian Hospital and Medical Center,True,Muntinlupa,Manila,NCR
D98FE21BB3A1BB115BF375740074B55A,The Medical City,True,Pasig,Manila,NCR
0D21438355B511B82BD90553B7A96AC6,The Premier Medical Center,True,Parañaque,Manila,NCR
47E338B3C082945EFF04DE6D65915ADE,Western Visayas Medical Center,True,Iloilo City,Iloilo,VI
A714EC6796F638BA4D5792F78DCCD134,Our Lady of Lourdes Hospital,True,Manila,Manila,NCR
043C2EC6C6390DD0AC5519190A57C88C,Dr. Pablo O. Torre Sr. Memorial Hospital (Riverside Medical Center),True,Bacolod City,Negros Occidental,VI
9CE3C52FC54362E22053399D3181C638,Unihealth-Parañaque Hospital and Medical Center,True,Parañaque,Manila,NCR
71E63EF5B7249CFC60852F0E0F5BF4C8,Ospital Ng Muntinlupa,True,Muntinlupa,Manila,NCR
04FCC65450EFCCCDC9869442C3E36310,Las Piñas Doctor's Hospital,True,Las Piñas,Manila,NCR
12B668A1ADA1828BA795332F419D4EF7,Phillips Memorial Hospital,True,Manolo Fortich,Bukidnon,X
9DFCF16F0ADBC5E2A55EF02DB36BAC7F,Silliman University Medical Center,True,Dumaguete City,Negros Oriental,VII
91BC333F6967019AC47B49CA0F2FA757,The Medical City,True,Pasig,Manila,NCR
